loinc_num;copra_id;loinc_long_common_name;copra_description;accuracy;is_match;id
1998-4;103058;Calcium [Mol/Volumen] in Dialysat;Calciumrate;67;f;273
1998-4;103062;Calcium [Mol/Volumen] in Dialysat;Calciumrate;67;f;274
2004-0;103058;Calcium [Mol/Volumen] in Urin;Calciumrate;70;f;275
2004-0;103062;Calcium [Mol/Volumen] in Urin;Calciumrate;70;f;276
24518-3;103058;Calcium/Creatinin [Molverhältnis] in Urin;Calciumrate;61;f;277
24518-3;103062;Calcium/Creatinin [Molverhältnis] in Urin;Calciumrate;61;f;278
38250-7;103058;Calcium [Masse/Volumen] in Probenmaterial;Calciumrate;67;f;279
38250-7;103062;Calcium [Masse/Volumen] in Probenmaterial;Calciumrate;67;f;280
49765-1;103058;Calcium [Masse/Volumen] in Blut;Calciumrate;61;f;281
49765-1;103062;Calcium [Masse/Volumen] in Blut;Calciumrate;61;f;282
50836-6;103058;Calcium [Mol/Masse] in Haar;Calciumrate;70;f;283
50836-6;103062;Calcium [Mol/Masse] in Haar;Calciumrate;70;f;284
53502-1;103058;Calcium [Mol/Masse] in Probenmaterial;Calciumrate;67;f;285
53502-1;103062;Calcium [Mol/Masse] in Probenmaterial;Calciumrate;67;f;286
19224-5;112007;Sauerstoffsättigung in gemischt-venösem Blut;cerbebrale Sauerstoffsättigung rechts;77;f;287
20564-1;112007;Sauerstoffsättigung in Blut;cerbebrale Sauerstoffsättigung rechts;88;f;288
2708-6;112007;Sauerstoffsättigung in arteriellem Blut;cerbebrale Sauerstoffsättigung rechts;77;f;289
2709-4;112007;Sauerstoffsättigung in Kapillarblut;cerbebrale Sauerstoffsättigung rechts;77;f;290
2711-0;112007;Sauerstoffsättigung in venösem Blut;cerbebrale Sauerstoffsättigung rechts;77;f;291
2713-6;112007;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in Blut;cerbebrale Sauerstoffsättigung rechts;77;f;292
28642-7;112007;Sauerstoffsättigung in arteriellem Nabelschnurblut;cerbebrale Sauerstoffsättigung rechts;77;f;293
28643-5;112007;Sauerstoffsättigung in venösem Nabelschnurblut;cerbebrale Sauerstoffsättigung rechts;77;f;294
51731-8;112007;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in venösem Blut;cerbebrale Sauerstoffsättigung rechts;77;f;295
51732-6;112007;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in Kapillarblut;cerbebrale Sauerstoffsättigung rechts;77;f;296
51733-4;112007;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in arteriellem Blut;cerbebrale Sauerstoffsättigung rechts;77;f;297
59408-5;112007;Sauerstoffsättigung in arteriellem Blut mit Pulsoximetrie;cerbebrale Sauerstoffsättigung rechts;77;f;298
74105-8;112007;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in gemischt-venösem Blut;cerbebrale Sauerstoffsättigung rechts;77;f;299
11556-8;112006;Sauerstoff [Partialdruck] in Blut;cerebrale Sauerstoffsättigung links;60;f;300
19224-5;112006;Sauerstoffsättigung in gemischt-venösem Blut;cerebrale Sauerstoffsättigung links;78;f;301
20564-1;112006;Sauerstoffsättigung in Blut;cerebrale Sauerstoffsättigung links;88;f;302
2708-6;112006;Sauerstoffsättigung in arteriellem Blut;cerebrale Sauerstoffsättigung links;78;f;303
2709-4;112006;Sauerstoffsättigung in Kapillarblut;cerebrale Sauerstoffsättigung links;78;f;304
2711-0;112006;Sauerstoffsättigung in venösem Blut;cerebrale Sauerstoffsättigung links;78;f;305
2713-6;112006;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in Blut;cerebrale Sauerstoffsättigung links;78;f;306
28642-7;112006;Sauerstoffsättigung in arteriellem Nabelschnurblut;cerebrale Sauerstoffsättigung links;78;f;307
28643-5;112006;Sauerstoffsättigung in venösem Nabelschnurblut;cerebrale Sauerstoffsättigung links;78;f;308
51731-8;112006;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in venösem Blut;cerebrale Sauerstoffsättigung links;78;f;309
51732-6;112006;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in Kapillarblut;cerebrale Sauerstoffsättigung links;78;f;310
51733-4;112006;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in arteriellem Blut;cerebrale Sauerstoffsättigung links;78;f;311
59408-5;112006;Sauerstoffsättigung in arteriellem Blut mit Pulsoximetrie;cerebrale Sauerstoffsättigung links;78;f;312
74105-8;112006;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck in gemischt-venösem Blut;cerebrale Sauerstoffsättigung links;78;f;313
2128-7;103051;Citrat [Masse/Volumen] in Urin;Citratbeutel;61;f;314
34266-7;103051;Citrat [Mol/Volumen] in Urin;Citratbeutel;61;f;315
14650-6;103122;Citrat [Mol/Zeit] in 24-Stunden-Urin;Citratlösung;60;f;316
15038-3;103122;Citrat [Mol/Volumen] in Serum oder Plasma;Citratlösung;60;f;317
2128-7;103122;Citrat [Masse/Volumen] in Urin;Citratlösung;73;f;318
25876-4;103122;Citrat [Mol/Volumen] in 24-Stunden-Urin;Citratlösung;60;f;319
34266-7;103122;Citrat [Mol/Volumen] in Urin;Citratlösung;73;f;320
57337-8;103122;Citrat [Masse/Volumen] in 12-Stunden-Urin;Citratlösung;60;f;321
57338-6;103122;Citrat [Masse/Volumen] in 2-Stunden-Urin;Citratlösung;60;f;322
10567-6;103057;Citrat [Mol/Volumen] in Sperma;Citratrate;70;f;323
10567-6;103061;Citrat [Mol/Volumen] in Sperma;Citratrate;70;f;324
2126-1;103057;Citrat [Masse/Volumen] in Sperma;Citratrate;70;f;325
2126-1;103061;Citrat [Masse/Volumen] in Sperma;Citratrate;70;f;326
2128-7;103057;Citrat [Masse/Volumen] in Urin;Citratrate;67;f;327
2128-7;103061;Citrat [Masse/Volumen] in Urin;Citratrate;67;f;328
34266-7;103057;Citrat [Mol/Volumen] in Urin;Citratrate;67;f;329
34266-7;103061;Citrat [Mol/Volumen] in Urin;Citratrate;67;f;330
8867-4;104281;Herzfrequenz;CMV Frequenz ;67;f;331
9279-1;104281;Atemfrequenz;CMV Frequenz ;75;f;332
19817-6;101433;Komplikationen;Compliance;67;f;333
29275-5;104247;Körpermessungen;Continuous Positive Airway Pressure ;64;f;334
11215-1;106312;Delta-Aminolevulinat [Masse/Volumen] in Urin;Delta P2/P3;62;f;335
14689-4;106312;Delta-Aminolevulinat [Mol/Zeit] in 24-Stunden-Urin;Delta P2/P3;62;f;336
1970-3;106312;Bilirubin.Delta [Masse/Volumen] in Serum oder Plasma;Delta P2/P3;62;f;337
2198-0;106312;Delta-Aminolevulinat [Masse/Volumen] in Plasma;Delta P2/P3;62;f;338
2199-8;106312;Delta-Aminolevulinat [Masse/Volumen] in Serum;Delta P2/P3;62;f;339
2200-4;106312;Delta-Aminolevulinat [Masse/Zeit] in 24-Stunden-Urin;Delta P2/P3;62;f;340
22665-4;106312;Bilirubin.Delta [Mol/Volumen] in Serum oder Plasma;Delta P2/P3;62;f;341
25896-2;106312;Delta-Aminolevulinat [Mol/Volumen] in 24-Stunden-Urin;Delta P2/P3;62;f;342
26974-6;106312;Delta-Aminolevulinat [Masse/Volumen] in 24-Stunden-Urin;Delta P2/P3;62;f;343
34284-0;106312;Delta-Aminolevulinat [Mol/Volumen] in Urin;Delta P2/P3;62;f;344
39782-8;106312;Delta-Aminolevulinat/Creatinin [Molverhältnis] in Urin;Delta P2/P3;62;f;345
47088-0;106312;Delta-Aminolevulinat [Mol/Volumen] in Serum;Delta P2/P3;62;f;346
79646-6;106312;Delta-Aminolevulinat [Mol/Volumen] in Serum oder Plasma;Delta P2/P3;62;f;347
19254-2;108742;Sauerstoff [Partialdruck] angepasst an aktuelle Körpertemperatur des Patienten oder der Patientin in Blut;Delta Temperatur zentral/Temperatur peripher;62;f;348
39486-6;108742;pH von venösem Blut angepasst an aktuelle Körpertemperatur des Patienten oder der Patientin;Delta Temperatur zentral/Temperatur peripher;63;f;349
18724-5;1278;HLA-Diagnostik;Diagnosen des Patienten;61;f;350
18729-4;1278;Urindiagnostik;Diagnosen des Patienten;61;f;351
30300-8;1278;Didanosin [Empfindlichkeit];Diagnosen des Patienten;78;f;354
12457-8;103095;Volumen von Dialysat;Dialysatlösung;76;f;355
13494-0;103095;Volumen von 4-Stunden-Dialysat;Dialysatlösung;76;f;356
13495-7;103095;Volumen von 24-Stunden-Dialysat;Dialysatlösung;76;f;357
15075-5;103095;Glucose [Mol/Volumen] in Dialysat;Dialysatlösung;69;f;358
17582-8;103095;Silber [Masse/Volumen] in Dialysat;Dialysatlösung;64;f;359
2343-2;103095;Glucose [Masse/Volumen] in Dialysat;Dialysatlösung;69;f;360
2595-7;103095;Magnesium [Mol/Volumen] in Dialysat;Dialysatlösung;65;f;361
2775-5;103095;Phosphat [Masse/Volumen] in Dialysat;Dialysatlösung;60;f;362
2820-9;103095;Kalium [Mol/Volumen] in Dialysat;Dialysatlösung;71;f;363
2949-6;103095;Natrium [Mol/Volumen] in Dialysat;Dialysatlösung;62;f;364
34938-1;103095;Phosphat [Mol/Volumen] in Dialysat;Dialysatlösung;60;f;365
57347-7;103095;Kupfer [Masse/Volumen] in Dialysat;Dialysatlösung;64;f;366
5920-4;103095;Protein [Masse/Volumen] in Dialysat;Dialysatlösung;62;f;367
12457-8;103042;Volumen von Dialysat;Dialysatlösung, Beutel;76;f;368
13494-0;103042;Volumen von 4-Stunden-Dialysat;Dialysatlösung, Beutel;76;f;369
13495-7;103042;Volumen von 24-Stunden-Dialysat;Dialysatlösung, Beutel;76;f;370
15075-5;103042;Glucose [Mol/Volumen] in Dialysat;Dialysatlösung, Beutel;69;f;371
17582-8;103042;Silber [Masse/Volumen] in Dialysat;Dialysatlösung, Beutel;64;f;372
2343-2;103042;Glucose [Masse/Volumen] in Dialysat;Dialysatlösung, Beutel;69;f;373
2595-7;103042;Magnesium [Mol/Volumen] in Dialysat;Dialysatlösung, Beutel;65;f;374
2775-5;103042;Phosphat [Masse/Volumen] in Dialysat;Dialysatlösung, Beutel;60;f;375
2820-9;103042;Kalium [Mol/Volumen] in Dialysat;Dialysatlösung, Beutel;71;f;376
2949-6;103042;Natrium [Mol/Volumen] in Dialysat;Dialysatlösung, Beutel;62;f;377
34938-1;103042;Phosphat [Mol/Volumen] in Dialysat;Dialysatlösung, Beutel;60;f;378
57347-7;103042;Kupfer [Masse/Volumen] in Dialysat;Dialysatlösung, Beutel;64;f;379
5920-4;103042;Protein [Masse/Volumen] in Dialysat;Dialysatlösung, Beutel;62;f;380
12457-8;103043;Volumen von Dialysat;Dialysatrate;80;f;381
13057-5;103043;Thrombozyten [Einheiten/Volumen] in Dialysat;Dialysatrate;67;f;382
13494-0;103043;Volumen von 4-Stunden-Dialysat;Dialysatrate;71;f;383
13495-7;103043;Volumen von 24-Stunden-Dialysat;Dialysatrate;71;f;384
29548-5;1278;Diagnose - Freitext;Diagnosen des Patienten;62;t;353
15075-5;103043;Glucose [Mol/Volumen] in Dialysat;Dialysatrate;64;f;385
17582-8;103043;Silber [Masse/Volumen] in Dialysat;Dialysatrate;67;f;386
2343-2;103043;Glucose [Masse/Volumen] in Dialysat;Dialysatrate;64;f;387
2595-7;103043;Magnesium [Mol/Volumen] in Dialysat;Dialysatrate;67;f;388
2775-5;103043;Phosphat [Masse/Volumen] in Dialysat;Dialysatrate;69;f;389
2820-9;103043;Kalium [Mol/Volumen] in Dialysat;Dialysatrate;67;f;390
2949-6;103043;Natrium [Mol/Volumen] in Dialysat;Dialysatrate;71;f;391
34938-1;103043;Phosphat [Mol/Volumen] in Dialysat;Dialysatrate;69;f;392
45302-7;103043;Harnstoff [Mol/Volumen] in Dialysat;Dialysatrate;67;f;393
46243-2;103043;Harnstoff [Mol/Volumen] in Dialysat --über Nacht;Dialysatrate;61;f;394
51617-9;103043;Farbe von Dialysat;Dialysatrate;77;f;395
57347-7;103043;Kupfer [Masse/Volumen] in Dialysat;Dialysatrate;67;f;396
5920-4;103043;Protein [Masse/Volumen] in Dialysat;Dialysatrate;79;f;397
8716-3;103043;Vitalparameter;Dialysatrate;62;f;398
12457-8;103224;Volumen von Dialysat;Dialysekonzentrat 6 liter gesamt;64;f;399
30121-8;103224;Kolonienanzahl [#/Volumen] in Dialysat;Dialysekonzentrat 6 liter gesamt;60;f;400
47842-0;103224;Sammelzeitraum von Dialysat;Dialysekonzentrat 6 liter gesamt;60;f;401
12457-8;102921;Volumen von Dialysat;Dialysekonzentrat Verordnung String;64;f;402
30121-8;102921;Kolonienanzahl [#/Volumen] in Dialysat;Dialysekonzentrat Verordnung String;60;f;403
47842-0;102921;Sammelzeitraum von Dialysat;Dialysekonzentrat Verordnung String;60;f;404
14348-7;110886;Spezifisches Gewicht von Peritonealflüssigkeit mit Refraktometrie;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;70;f;405
17608-1;110886;Gewicht [Masse/Zeit] von 48-Stunden-Stuhl;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;70;f;406
17609-9;110886;Gewicht [Masse/Zeit] von 72-Stunden-Stuhl;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;70;f;407
25530-7;110886;Gewicht [Masse/Zeit] von 24-Stunden-Stuhl;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;70;f;408
29638-4;110886;Gewicht von Gewebe;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;74;f;409
2964-5;110886;Spezifisches Gewicht von Körperflüssigkeit;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;70;f;410
2965-2;110886;Spezifisches Gewicht von Urin;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;70;f;411
30078-0;110886;Gewicht von Stuhl;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;70;f;412
33247-8;110886;Gewicht von Schweiß;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;74;f;413
44933-0;110886;Spezifisches Gewicht von 24-Stunden-Urin mit Refraktometrie;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;70;f;414
50562-8;110886;Spezifisches Gewicht von Urin mit automatisierter Refraktometrie;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;70;f;415
53326-5;110886;Spezifisches Gewicht von Urin mit automatisiertem Teststreifen;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;70;f;416
5810-7;110886;Spezifisches Gewicht von Urin mit Refraktometrie;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;70;f;417
5811-5;110886;Spezifisches Gewicht von Urin mit Teststreifen;Die Nummer der Waage, mit der das Gewicht ermittelt wurde.;70;f;418
14348-7;110904;Spezifisches Gewicht von Peritonealflüssigkeit mit Refraktometrie;Differenz zwischen dem aktuellen Gewicht und dem Gewicht des letzten Eintrags;100;f;419
21612-7;110904;Alter - Berichtet;Differenz zwischen dem aktuellen Gewicht und dem Gewicht des letzten Eintrags;62;f;422
29638-4;110904;Gewicht von Gewebe;Differenz zwischen dem aktuellen Gewicht und dem Gewicht des letzten Eintrags;100;f;425
2964-5;110904;Spezifisches Gewicht von Körperflüssigkeit;Differenz zwischen dem aktuellen Gewicht und dem Gewicht des letzten Eintrags;100;f;426
2965-2;110904;Spezifisches Gewicht von Urin;Differenz zwischen dem aktuellen Gewicht und dem Gewicht des letzten Eintrags;100;f;427
30078-0;110904;Gewicht von Stuhl;Differenz zwischen dem aktuellen Gewicht und dem Gewicht des letzten Eintrags;100;f;428
33247-8;110904;Gewicht von Schweiß;Differenz zwischen dem aktuellen Gewicht und dem Gewicht des letzten Eintrags;100;f;429
44933-0;110904;Spezifisches Gewicht von 24-Stunden-Urin mit Refraktometrie;Differenz zwischen dem aktuellen Gewicht und dem Gewicht des letzten Eintrags;100;f;430
50562-8;110904;Spezifisches Gewicht von Urin mit automatisierter Refraktometrie;Differenz zwischen dem aktuellen Gewicht und dem Gewicht des letzten Eintrags;100;f;431
53326-5;110904;Spezifisches Gewicht von Urin mit automatisiertem Teststreifen;Differenz zwischen dem aktuellen Gewicht und dem Gewicht des letzten Eintrags;100;f;432
5810-7;110904;Spezifisches Gewicht von Urin mit Refraktometrie;Differenz zwischen dem aktuellen Gewicht und dem Gewicht des letzten Eintrags;100;f;433
5811-5;110904;Spezifisches Gewicht von Urin mit Teststreifen;Differenz zwischen dem aktuellen Gewicht und dem Gewicht des letzten Eintrags;100;f;434
8336-0;110904;Körpergewicht [Perzentil] pro Alter;Differenz zwischen dem aktuellen Gewicht und dem Gewicht des letzten Eintrags;61;f;435
8867-4;104718;Herzfrequenz;Dokumentation der eingestellten Frequenz.;80;f;436
9279-1;104718;Atemfrequenz;Dokumentation der eingestellten Frequenz.;80;f;437
100059-5;104714;Rifapentin [Empfindlichkeit];Dokumentation der eingestellten Rampenzeit.;60;f;438
30299-2;104714;Amprenavir [Empfindlichkeit];Dokumentation der eingestellten Rampenzeit.;60;f;439
3243-3;104714;Thrombinzeit;Dokumentation der eingestellten Rampenzeit.;64;f;440
35802-8;104714;Ertapenem [Empfindlichkeit];Dokumentation der eingestellten Rampenzeit.;63;f;441
6683-7;104714;Reptilasezeit;Dokumentation der eingestellten Rampenzeit.;61;f;442
88462-7;104714;Carbapenem [Empfindlichkeit];Dokumentation der eingestellten Rampenzeit.;60;f;443
8310-5;103731;Körpertemperatur;Dokumentation der eingestellten Temperatur am ECMO Gerät;69;f;444
8334-5;103731;Körpertemperatur - Harnblase;Dokumentation der eingestellten Temperatur am ECMO Gerät;62;f;445
8867-4;106472;Herzfrequenz;Dokumentation der IABP Frequenz;64;f;446
9279-1;106472;Atemfrequenz;Dokumentation der IABP Frequenz;64;f;447
8867-4;104354;Herzfrequenz;Dokumentation der IABP Frequenz.;64;f;448
9279-1;104354;Atemfrequenz;Dokumentation der IABP Frequenz.;64;f;449
29275-5;104717;Körpermessungen;Dokumentation des eingestellten Pressure Support.;64;f;450
25170-2;106468;Quecksilber [Mol/Volumen] in Blut;Dokumentation des gemessenen Blutdruckes unter IABP;62;f;451
8462-4;106468;Diastolischer Blutdruck;Dokumentation des gemessenen Blutdruckes unter IABP;62;f;452
8478-0;106468;Mittlerer Blutdruck;Dokumentation des gemessenen Blutdruckes unter IABP;63;f;453
25170-2;104356;Quecksilber [Mol/Volumen] in Blut;Dokumentation des gemessenen Blutdruckes unter IABP.;62;f;454
8462-4;104356;Diastolischer Blutdruck;Dokumentation des gemessenen Blutdruckes unter IABP.;62;f;455
8478-0;104356;Mittlerer Blutdruck;Dokumentation des gemessenen Blutdruckes unter IABP.;63;f;456
22741-3;104345;Serin [Mol/Volumen] in Probenmaterial;Dokumentation des prozentualen Anteil des Aufblasens des Ballons.;62;f;457
23779-2;104345;Selen [Masse/Volumen] in Probenmaterial;Dokumentation des prozentualen Anteil des Aufblasens des Ballons.;62;f;458
22741-3;106469;Serin [Mol/Volumen] in Probenmaterial;Dokumentation des prozentualen Anteils des Aufblasens des Ballons;62;f;459
23779-2;106469;Selen [Masse/Volumen] in Probenmaterial;Dokumentation des prozentualen Anteils des Aufblasens des Ballons;62;f;460
18721-1;103751;Therapeutische Arzneimittelüberwachung;Dokumentierte Dauer der pflegerischen Assistenz bei therapeutischen, diagnostischen und oder operativen Interventionen.;61;f;461
5735-6;103053;Silber [Masse/Volumen] in Urin;Dosierung;60;f;462
63895-7;108042;Stillstatus;Ectopic Status Label;64;f;463
77739-1;108042;Hepatitis-B-Virus-Oberflächenantigen-Status von der Mutter;Ectopic Status Label;60;f;464
82754-3;108042;Status der Reise;Ectopic Status Label;69;f;465
19840-8;103298;Atemfrequenz.spontan und mechanisch --am Beatmungsgerät;eingestellte Atemfrequenz;100;f;466
8867-4;103298;Herzfrequenz;eingestellte Atemfrequenz;75;f;467
9278-3;103298;Atemfrequenz spezielle Umstände;eingestellte Atemfrequenz;100;f;468
9279-1;103298;Atemfrequenz;eingestellte Atemfrequenz;100;f;469
9278-3;103306;Atemfrequenz spezielle Umstände;eingestellte Atemfrequenz in der Apnoeventilation;64;f;470
9279-1;103306;Atemfrequenz;eingestellte Atemfrequenz in der Apnoeventilation;100;f;471
8867-4;107988;Herzfrequenz;Eingestellte CMV Frequenz;67;f;472
9279-1;107988;Atemfrequenz;Eingestellte CMV Frequenz;75;f;473
103-2;103296;Ceforanid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;474
107-3;103296;Cefotaxim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;475
111-5;103296;Cefotetan [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;476
115-6;103296;Cefoxitin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;477
11-7;103296;Amikacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;478
119-8;103296;Cefpodoxim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;479
123-0;103296;Cefprozil [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;480
127-1;103296;Cefsulodin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;481
132-1;103296;Ceftazidim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;482
136-2;103296;Ceftizoxim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;483
140-4;103296;Ceftriaxon [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;484
144-6;103296;Cefuroxim parenteral [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;485
148-7;103296;Cephalexin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;486
156-0;103296;Cephaloridin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;487
15-8;103296;Amoxicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;488
160-2;103296;Cephalothin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);eingestellte O2 Konzentration des Frischgases;63;f;489
